Region,Year,Age,SuicideDeaths,Population,SuicideRate,AgeEnd,NineEnd,DeathsAll,RegionCode
"Midwest",2003,25,114,822097,13.87,5,0,510,4
"Midwest",2003,26,95,810041,11.73,6,0,467,4
"Midwest",2003,27,114,790126,14.43,7,0,440,4
"Midwest",2003,28,96,817997,11.74,8,0,416,4
"Midwest",2003,29,100,789169,12.67,9,9,414,4
"Midwest",2003,30,112,817676,13.7,0,0,450,4
"Midwest",2003,31,143,861072,16.61,1,0,476,4
"Midwest",2003,32,146,924776,15.79,2,0,497,4
"Midwest",2003,33,105,934001,11.24,3,0,435,4
"Midwest",2003,34,132,889678,14.84,4,0,435,4
"Midwest",2003,35,110,868405,12.67,5,0,421,4
"Midwest",2003,36,119,882934,13.48,6,0,422,4
"Midwest",2003,37,143,905152,15.8,7,0,504,4
"Midwest",2003,38,150,971211,15.44,8,0,515,4
"Midwest",2003,39,156,1000489,15.59,9,9,525,4
"Midwest",2003,40,140,1006326,13.91,0,0,556,4
"Midwest",2003,41,164,1022068,16.05,1,0,632,4
"Midwest",2003,42,172,1043805,16.48,2,0,622,4
"Midwest",2003,43,160,1061234,15.08,3,0,647,4
"Midwest",2003,44,165,1029116,16.03,4,0,590,4
"Midwest",2003,45,190,1032711,18.4,5,0,650,4
"Midwest",2003,46,143,1024196,13.96,6,0,605,4
"Midwest",2003,47,154,987215,15.6,7,0,576,4
"Midwest",2003,48,146,988311,14.77,8,0,573,4
"Midwest",2003,49,142,951470,14.92,9,9,516,4
"Midwest",2003,50,153,916435,16.7,0,0,502,4
"Midwest",2003,51,153,900470,16.99,1,0,485,4
"Midwest",2003,52,122,868215,14.05,2,0,452,4
"Midwest",2003,53,120,854594,14.04,3,0,401,4
"Midwest",2003,54,111,825277,13.45,4,0,416,4
"Midwest",2003,55,102,808347,12.62,5,0,366,4
"Midwest",2003,56,97,853398,11.37,6,0,384,4
"Midwest",2003,57,81,621561,13.03,7,0,299,4
"Midwest",2003,58,92,617605,14.9,8,0,285,4
"Midwest",2003,59,67,617414,10.85,9,9,256,4
"Midwest",2003,60,87,646013,13.47,0,0,286,4
"Midwest",2003,61,65,577349,11.26,1,0,254,4
"Midwest",2003,62,47,528978,8.89,2,0,237,4
"Midwest",2003,63,61,507124,12.03,3,0,237,4
"Midwest",2003,64,55,490878,11.2,4,0,200,4
"Northeast",2003,25,63,685112,9.2,5,0,364,1
"Northeast",2003,26,57,673257,8.47,6,0,344,1
"Northeast",2003,27,55,656785,8.37,7,0,328,1
"Northeast",2003,28,46,670553,6.86,8,0,274,1
"Northeast",2003,29,60,652316,9.2,9,9,336,1
"Northeast",2003,30,63,682510,9.23,0,0,296,1
"Northeast",2003,31,49,713746,6.87,1,0,302,1
"Northeast",2003,32,68,774228,8.78,2,0,316,1
"Northeast",2003,33,84,805590,10.43,3,0,368,1
"Northeast",2003,34,85,770479,11.03,4,0,350,1
"Northeast",2003,35,78,777882,10.03,5,0,360,1
"Northeast",2003,36,72,786340,9.16,6,0,357,1
"Northeast",2003,37,81,815790,9.93,7,0,379,1
"Northeast",2003,38,75,869401,8.63,8,0,406,1
"Northeast",2003,39,89,878399,10.13,9,9,419,1
"Northeast",2003,40,95,871653,10.9,0,0,431,1
"Northeast",2003,41,109,876421,12.44,1,0,426,1
"Northeast",2003,42,93,891350,10.43,2,0,439,1
"Northeast",2003,43,102,910400,11.2,3,0,467,1
"Northeast",2003,44,111,877708,12.65,4,0,445,1
"Northeast",2003,45,91,872717,10.43,5,0,413,1
"Northeast",2003,46,95,859510,11.05,6,0,422,1
"Northeast",2003,47,96,827847,11.6,7,0,437,1
"Northeast",2003,48,111,829634,13.38,8,0,453,1
"Northeast",2003,49,95,790215,12.02,9,9,383,1
"Northeast",2003,50,102,767264,13.29,0,0,385,1
"Northeast",2003,51,83,746453,11.12,1,0,319,1
"Northeast",2003,52,80,729567,10.97,2,0,274,1
"Northeast",2003,53,68,731288,9.3,3,0,300,1
"Northeast",2003,54,72,704775,10.22,4,0,285,1
"Northeast",2003,55,82,703399,11.66,5,0,265,1
"Northeast",2003,56,83,747501,11.1,6,0,254,1
"Northeast",2003,57,57,552741,10.31,7,0,208,1
"Northeast",2003,58,67,544126,12.31,8,0,218,1
"Northeast",2003,59,70,537381,13.03,9,9,201,1
"Northeast",2003,60,60,569672,10.53,0,0,209,1
"Northeast",2003,61,51,492496,10.36,1,0,186,1
"Northeast",2003,62,44,450253,9.77,2,0,161,1
"Northeast",2003,63,42,439074,9.57,3,0,166,1
"Northeast",2003,64,33,415865,7.94,4,0,138,1
"South",2003,25,165,1392383,11.85,5,0,1016,2
"South",2003,26,165,1364537,12.09,6,0,1013,2
"South",2003,27,167,1335700,12.5,7,0,999,2
"South",2003,28,197,1375150,14.33,8,0,1011,2
"South",2003,29,201,1337064,15.03,9,9,1010,2
"South",2003,30,211,1394191,15.13,0,0,941,2
"South",2003,31,203,1457843,13.92,1,0,993,2
"South",2003,32,231,1543461,14.97,2,0,1055,2
"South",2003,33,206,1553799,13.26,3,0,991,2
"South",2003,34,210,1469607,14.29,4,0,972,2
"South",2003,35,199,1444294,13.78,5,0,988,2
"South",2003,36,194,1449002,13.39,6,0,1034,2
"South",2003,37,245,1495957,16.38,7,0,1109,2
"South",2003,38,259,1605373,16.13,8,0,1179,2
"South",2003,39,246,1640166,15,9,9,1221,2
"South",2003,40,271,1627066,16.66,0,0,1206,2
"South",2003,41,277,1627614,17.02,1,0,1313,2
"South",2003,42,280,1640006,17.07,2,0,1266,2
"South",2003,43,299,1665876,17.95,3,0,1330,2
"South",2003,44,269,1594589,16.87,4,0,1304,2
"South",2003,45,265,1593110,16.63,5,0,1286,2
"South",2003,46,309,1585043,19.49,6,0,1267,2
"South",2003,47,262,1524629,17.18,7,0,1139,2
"South",2003,48,246,1530618,16.07,8,0,1092,2
"South",2003,49,277,1469763,18.85,9,9,1095,2
"South",2003,50,230,1416297,16.24,0,0,1013,2
"South",2003,51,253,1374995,18.4,1,0,974,2
"South",2003,52,220,1342911,16.38,2,0,909,2
"South",2003,53,233,1346759,17.3,3,0,877,2
"South",2003,54,220,1313329,16.75,4,0,820,2
"South",2003,55,184,1302439,14.13,5,0,773,2
"South",2003,56,211,1365065,15.46,6,0,788,2
"South",2003,57,154,1031400,14.93,7,0,614,2
"South",2003,58,179,1037142,17.26,8,0,620,2
"South",2003,59,173,1020604,16.95,9,9,660,2
"South",2003,60,152,1034362,14.7,0,0,590,2
"South",2003,61,139,931065,14.93,1,0,531,2
"South",2003,62,119,875898,13.59,2,0,490,2
"South",2003,63,101,857091,11.78,3,0,420,2
"South",2003,64,94,808346,11.63,4,0,449,2
"West",2003,25,108,942876,11.45,5,0,569,3
"West",2003,26,145,923875,15.69,6,0,580,3
"West",2003,27,112,906035,12.36,7,0,520,3
"West",2003,28,108,931138,11.6,8,0,483,3
"West",2003,29,108,895374,12.06,9,9,446,3
"West",2003,30,115,919159,12.51,0,0,458,3
"West",2003,31,134,941065,14.24,1,0,505,3
"West",2003,32,165,1002602,16.46,2,0,542,3
"West",2003,33,166,1043909,15.9,3,0,587,3
"West",2003,34,161,972818,16.55,4,0,583,3
"West",2003,35,152,952069,15.97,5,0,605,3
"West",2003,36,142,933686,15.21,6,0,546,3
"West",2003,37,140,948108,14.77,7,0,576,3
"West",2003,38,148,1016066,14.57,8,0,617,3
"West",2003,39,160,1023435,15.63,9,9,658,3
"West",2003,40,177,1024344,17.28,0,0,703,3
"West",2003,41,188,1030741,18.24,1,0,742,3
"West",2003,42,187,1031304,18.13,2,0,711,3
"West",2003,43,189,1061878,17.8,3,0,762,3
"West",2003,44,196,996548,19.67,4,0,743,3
"West",2003,45,178,1001433,17.77,5,0,676,3
"West",2003,46,168,993678,16.91,6,0,697,3
"West",2003,47,165,960792,17.17,7,0,688,3
"West",2003,48,169,969376,17.43,8,0,698,3
"West",2003,49,183,930408,19.67,9,9,709,3
"West",2003,50,168,898816,18.69,0,0,620,3
"West",2003,51,148,864226,17.13,1,0,626,3
"West",2003,52,169,841316,20.09,2,0,563,3
"West",2003,53,138,850749,16.22,3,0,514,3
"West",2003,54,153,803542,19.04,4,0,544,3
"West",2003,55,137,787506,17.4,5,0,502,3
"West",2003,56,142,819704,17.32,6,0,493,3
"West",2003,57,128,625894,20.45,7,0,397,3
"West",2003,58,115,622735,18.47,8,0,340,3
"West",2003,59,93,598595,15.54,9,9,329,3
"West",2003,60,83,599361,13.85,0,0,314,3
"West",2003,61,87,534049,16.29,1,0,296,3
"West",2003,62,82,497002,16.5,2,0,285,3
"West",2003,63,61,485854,12.56,3,0,248,3
"West",2003,64,66,453658,14.55,4,0,242,3
"Midwest",2004,25,118,850353,13.88,5,0,567,4
"Midwest",2004,26,97,817152,11.87,6,0,502,4
"Midwest",2004,27,96,810022,11.85,7,0,462,4
"Midwest",2004,28,110,784005,14.03,8,0,423,4
"Midwest",2004,29,109,816998,13.34,9,9,433,4
"Midwest",2004,30,127,797478,15.93,0,0,449,4
"Midwest",2004,31,128,812288,15.76,1,0,450,4
"Midwest",2004,32,120,867945,13.83,2,0,460,4
"Midwest",2004,33,145,923044,15.71,3,0,458,4
"Midwest",2004,34,129,932621,13.83,4,0,488,4
"Midwest",2004,35,131,886787,14.77,5,0,485,4
"Midwest",2004,36,113,868026,13.02,6,0,450,4
"Midwest",2004,37,146,879581,16.6,7,0,509,4
"Midwest",2004,38,127,904212,14.05,8,0,497,4
"Midwest",2004,39,142,970362,14.63,9,9,517,4
"Midwest",2004,40,170,996036,17.07,0,0,613,4
"Midwest",2004,41,167,1004828,16.62,1,0,623,4
"Midwest",2004,42,172,1019489,16.87,2,0,624,4
"Midwest",2004,43,174,1042353,16.69,3,0,651,4
"Midwest",2004,44,159,1054840,15.07,4,0,621,4
"Midwest",2004,45,152,1022489,14.87,5,0,664,4
"Midwest",2004,46,186,1031005,18.04,6,0,673,4
"Midwest",2004,47,169,1021544,16.54,7,0,627,4
"Midwest",2004,48,186,981973,18.94,8,0,623,4
"Midwest",2004,49,157,985652,15.93,9,9,590,4
"Midwest",2004,50,136,943071,14.42,0,0,578,4
"Midwest",2004,51,146,915954,15.94,1,0,539,4
"Midwest",2004,52,130,894179,14.54,2,0,485,4
"Midwest",2004,53,127,865016,14.68,3,0,456,4
"Midwest",2004,54,131,851504,15.38,4,0,422,4
"Midwest",2004,55,97,815453,11.9,5,0,388,4
"Midwest",2004,56,100,804462,12.43,6,0,351,4
"Midwest",2004,57,101,845333,11.95,7,0,398,4
"Midwest",2004,58,79,616401,12.82,8,0,289,4
"Midwest",2004,59,85,610523,13.92,9,9,282,4
"Midwest",2004,60,92,606241,15.18,0,0,292,4
"Midwest",2004,61,77,642236,11.99,1,0,277,4
"Midwest",2004,62,77,569281,13.53,2,0,268,4
"Midwest",2004,63,57,519964,10.96,3,0,245,4
"Midwest",2004,64,48,498969,9.62,4,0,222,4
"Northeast",2004,25,68,692918,9.81,5,0,374,1
"Northeast",2004,26,59,680600,8.67,6,0,327,1
"Northeast",2004,27,63,675030,9.33,7,0,334,1
"Northeast",2004,28,54,661050,8.17,8,0,275,1
"Northeast",2004,29,78,667635,11.68,9,9,331,1
"Northeast",2004,30,67,660726,10.14,0,0,261,1
"Northeast",2004,31,74,670717,11.03,1,0,302,1
"Northeast",2004,32,56,714461,7.84,2,0,276,1
"Northeast",2004,33,62,768397,8.07,3,0,305,1
"Northeast",2004,34,77,805347,9.56,4,0,336,1
"Northeast",2004,35,74,774553,9.55,5,0,397,1
"Northeast",2004,36,67,773150,8.67,6,0,322,1
"Northeast",2004,37,88,780679,11.27,7,0,329,1
"Northeast",2004,38,82,813224,10.08,8,0,386,1
"Northeast",2004,39,95,865795,10.97,9,9,373,1
"Northeast",2004,40,92,875263,10.51,0,0,389,1
"Northeast",2004,41,101,870143,11.61,1,0,426,1
"Northeast",2004,42,114,872443,13.07,2,0,449,1
"Northeast",2004,43,92,888071,10.36,3,0,449,1
"Northeast",2004,44,106,904328,11.72,4,0,438,1
"Northeast",2004,45,105,871344,12.05,5,0,427,1
"Northeast",2004,46,111,869942,12.76,6,0,438,1
"Northeast",2004,47,121,856234,14.13,7,0,454,1
"Northeast",2004,48,108,821417,13.15,8,0,433,1
"Northeast",2004,49,107,826548,12.95,9,9,374,1
"Northeast",2004,50,109,782502,13.93,0,0,346,1
"Northeast",2004,51,84,767138,10.95,1,0,336,1
"Northeast",2004,52,86,740049,11.62,2,0,314,1
"Northeast",2004,53,80,726054,11.02,3,0,269,1
"Northeast",2004,54,82,726868,11.28,4,0,279,1
"Northeast",2004,55,76,694569,10.94,5,0,260,1
"Northeast",2004,56,60,698051,8.6,6,0,232,1
"Northeast",2004,57,65,739223,8.79,7,0,263,1
"Northeast",2004,58,58,546248,10.62,8,0,232,1
"Northeast",2004,59,58,535745,10.83,9,9,205,1
"Northeast",2004,60,42,526051,7.98,0,0,192,1
"Northeast",2004,61,59,565450,10.43,1,0,214,1
"Northeast",2004,62,47,483732,9.72,2,0,178,1
"Northeast",2004,63,44,441184,9.97,3,0,158,1
"Northeast",2004,64,36,430988,8.35,4,0,148,1
"South",2004,25,202,1452699,13.91,5,0,1188,2
"South",2004,26,197,1397565,14.1,6,0,1152,2
"South",2004,27,171,1382254,12.37,7,0,1063,2
"South",2004,28,193,1344660,14.35,8,0,1013,2
"South",2004,29,182,1375498,13.23,9,9,1013,2
"South",2004,30,163,1367109,11.92,0,0,885,2
"South",2004,31,183,1399988,13.07,1,0,930,2
"South",2004,32,214,1486013,14.4,2,0,1089,2
"South",2004,33,226,1559576,14.49,3,0,1046,2
"South",2004,34,212,1564016,13.55,4,0,996,2
"South",2004,35,212,1485643,14.27,5,0,989,2
"South",2004,36,205,1455808,14.08,6,0,1005,2
"South",2004,37,220,1457799,15.09,7,0,1056,2
"South",2004,38,233,1508366,15.45,8,0,1093,2
"South",2004,39,261,1618892,16.12,9,9,1142,2
"South",2004,40,302,1645977,18.35,0,0,1220,2
"South",2004,41,284,1638661,17.33,1,0,1291,2
"South",2004,42,285,1633572,17.45,2,0,1302,2
"South",2004,43,268,1647514,16.27,3,0,1299,2
"South",2004,44,324,1662962,19.48,4,0,1268,2
"South",2004,45,292,1599258,18.26,5,0,1366,2
"South",2004,46,273,1602346,17.04,6,0,1282,2
"South",2004,47,291,1592387,18.27,7,0,1321,2
"South",2004,48,272,1526521,17.82,8,0,1189,2
"South",2004,49,271,1536043,17.64,9,9,1105,2
"South",2004,50,249,1468111,16.96,0,0,1089,2
"South",2004,51,238,1425249,16.7,1,0,1057,2
"South",2004,52,236,1373360,17.18,2,0,981,2
"South",2004,53,247,1349803,18.3,3,0,915,2
"South",2004,54,240,1352101,17.75,4,0,926,2
"South",2004,55,192,1309613,14.66,5,0,768,2
"South",2004,56,213,1311712,16.24,6,0,814,2
"South",2004,57,223,1362199,16.37,7,0,778,2
"South",2004,58,164,1033337,15.87,8,0,590,2
"South",2004,59,150,1035492,14.49,9,9,563,2
"South",2004,60,150,1013603,14.8,0,0,554,2
"South",2004,61,160,1040210,15.38,1,0,604,2
"South",2004,62,114,930244,12.25,2,0,495,2
"South",2004,63,122,880028,13.86,3,0,507,2
"South",2004,64,121,848473,14.26,4,0,516,2
"West",2004,25,116,985549,11.77,5,0,574,3
"West",2004,26,126,942908,13.36,6,0,605,3
"West",2004,27,138,934370,14.77,7,0,569,3
"West",2004,28,121,907780,13.33,8,0,511,3
"West",2004,29,114,928009,12.28,9,9,482,3
"West",2004,30,106,912627,11.61,0,0,481,3
"West",2004,31,117,907991,12.89,1,0,469,3
"West",2004,32,138,955369,14.44,2,0,514,3
"West",2004,33,154,1006377,15.3,3,0,538,3
"West",2004,34,164,1047411,15.66,4,0,583,3
"West",2004,35,146,980073,14.9,5,0,565,3
"West",2004,36,141,951596,14.82,6,0,553,3
"West",2004,37,144,933831,15.42,7,0,570,3
"West",2004,38,153,948225,16.14,8,0,605,3
"West",2004,39,168,1018047,16.5,9,9,618,3
"West",2004,40,162,1023653,15.83,0,0,659,3
"West",2004,41,156,1026744,15.19,1,0,651,3
"West",2004,42,187,1029515,18.16,2,0,735,3
"West",2004,43,188,1032182,18.21,3,0,706,3
"West",2004,44,187,1057052,17.69,4,0,714,3
"West",2004,45,202,993475,20.33,5,0,724,3
"West",2004,46,176,1002774,17.55,6,0,753,3
"West",2004,47,200,995031,20.1,7,0,747,3
"West",2004,48,177,957575,18.48,8,0,707,3
"West",2004,49,187,971704,19.24,9,9,675,3
"West",2004,50,209,927420,22.54,0,0,679,3
"West",2004,51,175,901721,19.41,1,0,634,3
"West",2004,52,164,860600,19.06,2,0,597,3
"West",2004,53,137,841999,16.27,3,0,577,3
"West",2004,54,157,851969,18.43,4,0,565,3
"West",2004,55,144,798366,18.04,5,0,507,3
"West",2004,56,130,789631,16.46,6,0,450,3
"West",2004,57,136,816947,16.65,7,0,483,3
"West",2004,58,112,623768,17.96,8,0,384,3
"West",2004,59,106,620103,17.09,9,9,330,3
"West",2004,60,116,593164,19.56,0,0,384,3
"West",2004,61,104,600706,17.31,1,0,354,3
"West",2004,62,69,532100,12.97,2,0,311,3
"West",2004,63,69,494377,13.96,3,0,241,3
"West",2004,64,58,481127,12.06,4,0,229,3
"Midwest",2005,25,117,899816,13,5,0,583,4
"Midwest",2005,26,110,843790,13.04,6,0,520,4
"Midwest",2005,27,114,817377,13.95,7,0,512,4
"Midwest",2005,28,105,802319,13.09,8,0,503,4
"Midwest",2005,29,97,783240,12.38,9,9,451,4
"Midwest",2005,30,111,828384,13.4,0,0,478,4
"Midwest",2005,31,122,790567,15.43,1,0,447,4
"Midwest",2005,32,135,819907,16.47,2,0,460,4
"Midwest",2005,33,109,864758,12.6,3,0,498,4
"Midwest",2005,34,135,921421,14.65,4,0,522,4
"Midwest",2005,35,134,927948,14.44,5,0,484,4
"Midwest",2005,36,123,885771,13.89,6,0,480,4
"Midwest",2005,37,136,863250,15.75,7,0,500,4
"Midwest",2005,38,140,878286,15.94,8,0,531,4
"Midwest",2005,39,152,903027,16.83,9,9,515,4
"Midwest",2005,40,167,964994,17.31,0,0,593,4
"Midwest",2005,41,185,994571,18.6,1,0,635,4
"Midwest",2005,42,157,1001778,15.67,2,0,630,4
"Midwest",2005,43,179,1017915,17.58,3,0,686,4
"Midwest",2005,44,173,1035077,16.71,4,0,689,4
"Midwest",2005,45,159,1047405,15.18,5,0,686,4
"Midwest",2005,46,179,1021342,17.53,6,0,657,4
"Midwest",2005,47,177,1028371,17.21,7,0,659,4
"Midwest",2005,48,163,1015810,16.05,8,0,653,4
"Midwest",2005,49,167,979900,17.04,9,9,664,4
"Midwest",2005,50,135,975871,13.83,0,0,579,4
"Midwest",2005,51,122,943806,12.93,1,0,537,4
"Midwest",2005,52,163,909065,17.93,2,0,553,4
"Midwest",2005,53,150,891058,16.83,3,0,532,4
"Midwest",2005,54,123,862120,14.27,4,0,445,4
"Midwest",2005,55,121,840764,14.39,5,0,431,4
"Midwest",2005,56,106,812597,13.04,6,0,392,4
"Midwest",2005,57,116,795800,14.58,7,0,394,4
"Midwest",2005,58,113,839844,13.45,8,0,388,4
"Midwest",2005,59,81,609644,13.29,9,9,272,4
"Midwest",2005,60,77,598833,12.86,0,0,293,4
"Midwest",2005,61,83,603667,13.75,1,0,288,4
"Midwest",2005,62,71,633588,11.21,2,0,299,4
"Midwest",2005,63,59,559471,10.55,3,0,275,4
"Midwest",2005,64,72,511993,14.06,4,0,256,4
"Northeast",2005,25,60,715064,8.39,5,0,350,1
"Northeast",2005,26,64,687300,9.31,6,0,382,1
"Northeast",2005,27,68,681342,9.98,7,0,348,1
"Northeast",2005,28,72,679807,10.59,8,0,335,1
"Northeast",2005,29,48,657149,7.3,9,9,289,1
"Northeast",2005,30,64,678522,9.43,0,0,294,1
"Northeast",2005,31,55,645963,8.51,1,0,294,1
"Northeast",2005,32,56,672075,8.33,2,0,290,1
"Northeast",2005,33,70,707869,9.89,3,0,347,1
"Northeast",2005,34,90,767737,11.72,4,0,341,1
"Northeast",2005,35,76,810787,9.37,5,0,323,1
"Northeast",2005,36,74,768315,9.63,6,0,342,1
"Northeast",2005,37,80,766404,10.44,7,0,384,1
"Northeast",2005,38,72,777597,9.26,8,0,347,1
"Northeast",2005,39,97,809050,11.99,9,9,397,1
"Northeast",2005,40,95,861098,11.03,0,0,396,1
"Northeast",2005,41,78,873072,8.93,1,0,411,1
"Northeast",2005,42,123,864812,14.22,2,0,501,1
"Northeast",2005,43,109,868648,12.55,3,0,430,1
"Northeast",2005,44,120,880184,13.63,4,0,476,1
"Northeast",2005,45,112,896424,12.49,5,0,449,1
"Northeast",2005,46,101,867836,11.64,6,0,422,1
"Northeast",2005,47,99,866388,11.43,7,0,440,1
"Northeast",2005,48,111,848483,13.08,8,0,440,1
"Northeast",2005,49,85,817501,10.4,9,9,388,1
"Northeast",2005,50,106,817190,12.97,0,0,400,1
"Northeast",2005,51,86,782809,10.99,1,0,392,1
"Northeast",2005,52,79,759661,10.4,2,0,336,1
"Northeast",2005,53,96,736414,13.04,3,0,342,1
"Northeast",2005,54,92,721054,12.76,4,0,331,1
"Northeast",2005,55,85,715347,11.88,5,0,320,1
"Northeast",2005,56,75,689738,10.87,6,0,260,1
"Northeast",2005,57,52,687589,7.56,7,0,248,1
"Northeast",2005,58,75,731727,10.25,8,0,279,1
"Northeast",2005,59,58,536933,10.8,9,9,210,1
"Northeast",2005,60,49,523804,9.35,0,0,184,1
"Northeast",2005,61,47,521628,9.01,1,0,183,1
"Northeast",2005,62,45,555111,8.11,2,0,190,1
"Northeast",2005,63,49,473322,10.35,3,0,186,1
"Northeast",2005,64,35,432277,8.1,4,0,171,1
"South",2005,25,225,1550084,14.52,5,0,1237,2
"South",2005,26,175,1450652,12.06,6,0,1192,2
"South",2005,27,189,1416379,13.34,7,0,1070,2
"South",2005,28,175,1387200,12.62,8,0,1072,2
"South",2005,29,157,1342865,11.69,9,9,943,2
"South",2005,30,189,1409968,13.4,0,0,1023,2
"South",2005,31,194,1369983,14.16,1,0,1015,2
"South",2005,32,216,1431250,15.09,2,0,1076,2
"South",2005,33,219,1503178,14.57,3,0,1058,2
"South",2005,34,234,1570533,14.9,4,0,1082,2
"South",2005,35,254,1582320,16.05,5,0,1091,2
"South",2005,36,172,1498028,11.48,6,0,981,2
"South",2005,37,216,1464296,14.75,7,0,1035,2
"South",2005,38,229,1470712,15.57,8,0,1073,2
"South",2005,39,235,1523187,15.43,9,9,1132,2
"South",2005,40,251,1626129,15.44,0,0,1190,2
"South",2005,41,290,1659740,17.47,1,0,1304,2
"South",2005,42,295,1646335,17.92,2,0,1323,2
"South",2005,43,263,1642634,16.01,3,0,1314,2
"South",2005,44,323,1644805,19.64,4,0,1376,2
"South",2005,45,311,1668906,18.63,5,0,1373,2
"South",2005,46,256,1612077,15.88,6,0,1315,2
"South",2005,47,306,1612395,18.98,7,0,1318,2
"South",2005,48,309,1594657,19.38,8,0,1252,2
"South",2005,49,271,1534359,17.66,9,9,1232,2
"South",2005,50,241,1534544,15.7,0,0,1139,2
"South",2005,51,274,1480755,18.5,1,0,1164,2
"South",2005,52,247,1423147,17.36,2,0,1038,2
"South",2005,53,247,1382513,17.87,3,0,1019,2
"South",2005,54,229,1357302,16.87,4,0,909,2
"South",2005,55,208,1347216,15.44,5,0,855,2
"South",2005,56,190,1321430,14.38,6,0,808,2
"South",2005,57,190,1311776,14.48,7,0,796,2
"South",2005,58,201,1363553,14.74,8,0,803,2
"South",2005,59,165,1032208,15.99,9,9,643,2
"South",2005,60,154,1027439,14.99,0,0,632,2
"South",2005,61,164,1024459,16.01,1,0,631,2
"South",2005,62,154,1040419,14.8,2,0,601,2
"South",2005,63,132,936669,14.09,3,0,578,2
"South",2005,64,119,870816,13.67,4,0,548,2
"West",2005,25,120,1041132,11.53,5,0,653,3
"West",2005,26,129,984980,13.1,6,0,636,3
"West",2005,27,131,954942,13.72,7,0,584,3
"West",2005,28,100,936200,10.68,8,0,539,3
"West",2005,29,121,903072,13.4,9,9,537,3
"West",2005,30,129,949707,13.58,0,0,498,3
"West",2005,31,107,899081,11.9,1,0,537,3
"West",2005,32,120,924806,12.98,2,0,508,3
"West",2005,33,136,959240,14.18,3,0,521,3
"West",2005,34,122,1008988,12.09,4,0,569,3
"West",2005,35,147,1056002,13.92,5,0,586,3
"West",2005,36,144,978387,14.72,6,0,584,3
"West",2005,37,119,950983,12.51,7,0,524,3
"West",2005,38,141,934013,15.1,8,0,567,3
"West",2005,39,152,950290,16,9,9,581,3
"West",2005,40,153,1018162,15.03,0,0,639,3
"West",2005,41,160,1026585,15.59,1,0,704,3
"West",2005,42,182,1024353,17.77,2,0,710,3
"West",2005,43,171,1030531,16.59,3,0,708,3
"West",2005,44,183,1025462,17.85,4,0,728,3
"West",2005,45,208,1053999,19.73,5,0,788,3
"West",2005,46,185,995550,18.58,6,0,738,3
"West",2005,47,205,1004541,20.41,7,0,803,3
"West",2005,48,179,990910,18.06,8,0,753,3
"West",2005,49,181,960317,18.85,9,9,741,3
"West",2005,50,167,967743,17.26,0,0,696,3
"West",2005,51,175,931224,18.79,1,0,648,3
"West",2005,52,183,897192,20.4,2,0,687,3
"West",2005,53,156,861921,18.1,3,0,642,3
"West",2005,54,156,843344,18.5,4,0,601,3
"West",2005,55,150,844920,17.75,5,0,563,3
"West",2005,56,130,801475,16.22,6,0,482,3
"West",2005,57,125,786843,15.89,7,0,475,3
"West",2005,58,138,813537,16.96,8,0,486,3
"West",2005,59,98,620279,15.8,9,9,353,3
"West",2005,60,110,613533,17.93,0,0,338,3
"West",2005,61,92,595385,15.45,1,0,344,3
"West",2005,62,86,597946,14.38,2,0,336,3
"West",2005,63,71,529350,13.41,3,0,297,3
"West",2005,64,64,488567,13.1,4,0,294,3
"Midwest",2006,25,122,903783,13.5,5,0,617,4
